Unnamed: 0,text,preprocess_texts,tokens,tokens_no_stopwords
4049,RT @goodbadatusa: 🔴 این هم روز آخر هفته کسانی که وطن و هموطنشان در چنگال بیگانگان تروریست  است...الان ساعت از ۱۵ گذشته و تا الان هشت ساعت ه…,این هم روز آخر هفته کسانی که وطن و هموطنشان در چنگال بیگانگان تروریست استالان ساعت از ۱۵ گذشته و تا الان هشت ساعت ه,"['این', 'هم', 'روز', 'آخر', 'هفته', 'کسانی', 'که', 'وطن', 'و', 'هموطنشان', 'در', 'چنگال', 'بیگانگان', 'تروریست', 'استالان', 'ساعت', 'از', '۱۵', 'گذشته', 'و', 'تا', 'الان', 'هشت', 'ساعت', 'ه']","['روز', 'آخر', 'هفته', 'وطن', 'هموطنشان', 'چنگال', 'بیگانگان', 'تروریست', 'استالان', 'ساعت', '۱۵', 'گذشته', 'الان', 'هشت', 'ساعت', 'ه']"
4050,@moh_mad66 ایران نیازمند یک اقتصاد قدرتمند است و آن اقتصاد مردمی متکی به توانایی‌های داخلی و دیپلماسی اقتصادی است.… https://t.co/WPZ6s46Enw,ایران نیازمند یک اقتصاد قدرتمند است و آن اقتصاد مردمی متکی به تواناییهای داخلی و دیپلماسی اقتصادی است,"['ایران', 'نیازمند', 'یک', 'اقتصاد', 'قدرتمند', 'است', 'و', 'آن', 'اقتصاد', 'مردمی', 'متکی', 'به', 'تواناییهای', 'داخلی', 'و', 'دیپلماسی', 'اقتصادی', 'است']","['ایران', 'نیازمند', 'اقتصاد', 'قدرتمند', 'اقتصاد', 'مردمی', 'متکی', 'تواناییهای', 'داخلی', 'دیپلماسی', 'اقتصادی']"
4051,"RT @nasiry83: آقای رئیسی بیا چون که 
 ۹۷۸ حکم قطعی برای مفسدین اقتصادی را انجام دادید.
#رئیسی_بیا",آقای رئیسی بیا چون که  ۹۷۸ حکم قطعی برای مفسدین اقتصادی را انجام دادید رئیسی بیا,"['آقای', 'رئیسی', 'بیا', 'چون', 'که', '۹۷۸', 'حکم', 'قطعی', 'برای', 'مفسدین', 'اقتصادی', 'را', 'انجام', 'دادید', 'رئیسی', 'بیا']","['رئیسی', 'بیا', '۹۷۸', 'حکم', 'قطعی', 'مفسدین', 'اقتصادی', 'انجام', 'دادید', 'رئیسی', 'بیا']"
4052,"RT @farzanedehdari: سیل ویرانگر فساد و تبعیض جاری شد
#رئیسی_متشکریم",سیل ویرانگر فساد و تبعیض جاری شد رئیسی متشکریم,"['سیل', 'ویرانگر', 'فساد', 'و', 'تبعیض', 'جاری', 'شد', 'رئیسی', 'متشکریم']","['سیل', 'ویرانگر', 'فساد', 'تبعیض', 'رئیسی', 'متشکریم']"
4053,"RT @omidnazariii: صبا کردافشاری رو آزاد کنید

#SabaHungerStrike",صبا کردافشاری رو آزاد کنید sabahungerstrike,"['صبا', 'کردافشاری', 'رو', 'آزاد', 'کنید', 'sabahungerstrike']","['صبا', 'کردافشاری', 'آزاد', 'sabahungerstrike']"
4054,امروز به قدری کوبص دیدم ک الله اکبر ✋😬🤤,امروز به قدری کوبص دیدم ک الله اکبر ✋,"['امروز', 'به', 'قدری', 'کوبص', 'دیدم', 'ک', 'الله', 'اکبر', '✋']","['امروز', 'قدری', 'کوبص', 'دیدم', 'ک', 'الله', 'اکبر', '✋']"
4055,@M0hammmmad خیلی سخت میکنه زندگی رو.,خیلی سخت میکنه زندگی رو,"['خیلی', 'سخت', 'میکنه', 'زندگی', 'رو']","['سخت', 'میکنه', 'زندگی']"
4056,"آقای قالیباف @mb_ghalibaf فقط میخوام یه چیز بگم؛

دمت گرم
خیلی مردی

#انتخابات",آقای قالیباف  فقط میخوام یه چیز بگم؛دمت گرمخیلی مردی انتخابات,"['آقای', 'قالیباف', 'فقط', 'میخوام', 'یه', 'چیز', 'بگم', '؛', 'دمت', 'گرمخیلی', 'مردی', 'انتخابات']","['قالیباف', 'میخوام', 'یه', 'بگم', '؛', 'دمت', 'گرمخیلی', 'مردی', 'انتخابات']"
4057,"RT @sharlin990: در حکومت عدل علی
در دستگاه قضایی امام زمان
گل هدیه دادن جرم هست
#SabaHungerStrike",در حکومت عدل علیدر دستگاه قضایی امام زمانگل هدیه دادن جرم هست sabahungerstrike,"['در', 'حکومت', 'عدل', 'علیدر', 'دستگاه', 'قضایی', 'امام', 'زمانگل', 'هدیه', 'دادن', 'جرم', 'هست', 'sabahungerstrike']","['حکومت', 'عدل', 'علیدر', 'دستگاه', 'قضایی', 'امام', 'زمانگل', 'هدیه', 'جرم', 'هست', 'sabahungerstrike']"
4058,RT @m_h_mohammadi: جالبه که یه بزرگواری ۱۰سال رییس سازمان بازرسی کل کشور بوده، ۱۰سال معاون اول رییس قوه قضاییه بوده، ۱سال و نیم دادستان کل…,جالبه که یه بزرگواری ۱۰سال رییس سازمان بازرسی کل کشور بوده ۱۰سال معاون اول رییس قوه قضاییه بوده ۱سال و نیم دادستان کل,"['جالبه', 'که', 'یه', 'بزرگواری', '۱۰', 'سال', 'رییس', 'سازمان', 'بازرسی', 'کل', 'کشور', 'بوده', '۱۰', 'سال', 'معاون', 'اول', 'رییس', 'قوه', 'قضاییه', 'بوده', '۱', 'سال', 'و', 'نیم', 'دادستان', 'کل']","['جالبه', 'یه', 'بزرگواری', '۱۰', 'سال', 'رییس', 'سازمان', 'بازرسی', 'کشور', '۱۰', 'سال', 'معاون', 'رییس', 'قوه', 'قضاییه', '۱', 'سال', 'نیم', 'دادستان']"
4059,@theavangaureed جمع کن خودتو بابا :),جمع کن خودتو بابا,"['جمع', 'کن', 'خودتو', 'بابا']","['کن', 'خودتو', 'بابا']"
4060,RT @Armin77022091: اقتصاد قدرتمند همان اقتصادی است که در آن پدر، شرمنده فرزندانش نباشد، همان اقتصادی است که در آن مرد، شرمنده همسرش نباشد،…,اقتصاد قدرتمند همان اقتصادی است که در آن پدر شرمنده فرزندانش نباشد همان اقتصادی است که در آن مرد شرمنده همسرش نباشد,"['اقتصاد', 'قدرتمند', 'همان', 'اقتصادی', 'است', 'که', 'در', 'آن', 'پدر', 'شرمنده', 'فرزندانش', 'نباشد', 'همان', 'اقتصادی', 'است', 'که', 'در', 'آن', 'مرد', 'شرمنده', 'همسرش', 'نباشد']","['اقتصاد', 'قدرتمند', 'اقتصادی', 'پدر', 'شرمنده', 'فرزندانش', 'نباشد', 'اقتصادی', 'مرد', 'شرمنده', 'همسرش', 'نباشد']"
4061,"RT @motalitae_2: آرمی میدونستین تو این بخش عقبیم؟!
I vote #Dynamite for #BestMusicVideo at the #iHeartAwards 
@BTS_twt",آرمی میدونستین تو این بخش عقبیمi vote  dynamite for  bestmusicvideo at the  iheartawards,"['آرمی', 'میدونستین', 'تو', 'این', 'بخش', 'عقبیمi', 'vote', 'dynamite', 'for', 'bestmusicvideo', 'at', 'the', 'iheartawards']","['آرمی', 'میدونستین', 'عقبیمi', 'vote', 'dynamite', 'for', 'bestmusicvideo', 'at', 'the', 'iheartawards']"
4062,"RT @roudehi1383: فرمانده  خط‌شکن برای پیروزی ملت خود اول به خط زد... 

 تا ابراهیـــــم بت‌شکن به کمک سیل خروشان ملت بت فساد در جمهوری اسلا…",فرمانده خطشکن برای پیروزی ملت خود اول به خط زد  تا ابراهیـــــم بتشکن به کمک سیل خروشان ملت بت فساد در جمهوری اسلا,"['فرمانده', 'خطشکن', 'برای', 'پیروزی', 'ملت', 'خود', 'اول', 'به', 'خط', 'زد', 'تا', 'ابراهیـــــم', 'بتشکن', 'به', 'کمک', 'سیل', 'خروشان', 'ملت', 'بت', 'فساد', 'در', 'جمهوری', 'اسلا']","['فرمانده', 'خطشکن', 'پیروزی', 'ملت', 'خط', 'زد', 'ابراهیـــــم', 'بتشکن', 'کمک', 'سیل', 'خروشان', 'ملت', 'بت', 'فساد', 'جمهوری', 'اسلا']"
4063,"RT @AMahmoodi1377: #محسن_رضایی تنها شخصیت سیاسیه که میتونه حسرت بخوره مردم درکش نکردن چون تنها کاندیدای بابرنامه انتخابات بود و هست 
بقیه ف…",محسن رضایی تنها شخصیت سیاسیه که میتونه حسرت بخوره مردم درکش نکردن چون تنها کاندیدای بابرنامه انتخابات بود و هست بقیه ف,"['محسن', 'رضایی', 'تنها', 'شخصیت', 'سیاسیه', 'که', 'میتونه', 'حسرت', 'بخوره', 'مردم', 'درکش', 'نکردن', 'چون', 'تنها', 'کاندیدای', 'بابرنامه', 'انتخابات', 'بود', 'و', 'هست', 'بقیه', 'ف']","['محسن', 'رضایی', 'شخصیت', 'سیاسیه', 'میتونه', 'حسرت', 'بخوره', 'مردم', 'درکش', 'نکردن', 'کاندیدای', 'بابرنامه', 'انتخابات', 'هست', 'بقیه', 'ف']"
4064,"فک کنم اینجوری بوده هر کی از خیابون کنار وزارت رد شده رفته ثبت نام کرده
همه رفتن همه😐",فک کنم اینجوری بوده هر کی از خیابون کنار وزارت رد شده رفته ثبت نام کردههمه رفتن همه,"['فک', 'کنم', 'اینجوری', 'بوده', 'هر', 'کی', 'از', 'خیابون', 'کنار', 'وزارت', 'رد', 'شده', 'رفته', 'ثبت', 'نام', 'کردههمه', 'رفتن', 'همه']","['فک', 'اینجوری', 'کی', 'خیابون', 'وزارت', 'رد', 'رفته', 'ثبت', 'نام', 'کردههمه', 'رفتن']"
4065,"RT @khhh_ali: فقط باید اقدام کرد فقط.

#اقدام_و_تحول
#آقامحسن_ایران 
#محسن_رضایی https://t.co/cXjeNxsswk",فقط باید اقدام کرد فقط اقدام و تحول آقامحسن ایران  محسن رضایی,"['فقط', 'باید', 'اقدام', 'کرد', 'فقط', 'اقدام', 'و', 'تحول', 'آقامحسن', 'ایران', 'محسن', 'رضایی']","['اقدام', 'اقدام', 'تحول', 'آقامحسن', 'ایران', 'محسن', 'رضایی']"
4066,"تُف به روی آل سعود
#غزه",تُف به روی آل سعود غزه,"['تُف', 'به', 'روی', 'آل', 'سعود', 'غزه']","['تُف', 'آل', 'سعود', 'غزه']"
4067,@maarziie حالا معنیشون چیه؟؟؟؟؟,حالا معنیشون چیه,"['حالا', 'معنیشون', 'چیه']","['معنیشون', 'چیه']"
4068,"RT @Fatiwh3883: سرباز مخلص نظام معرفت و ایثارش‌ را یک بار در میدان جنگ کنار همرزم هایش و بار دیگر در جبهه انقلاب نشان داد !
رو سیاهی اش بما…",سرباز مخلص نظام معرفت و ایثارش را یک بار در میدان جنگ کنار همرزم هایش و بار دیگر در جبهه انقلاب نشان داد رو سیاهی اش بما,"['سرباز', 'مخلص', 'نظام', 'معرفت', 'و', 'ایثارش', 'را', 'یک', 'بار', 'در', 'میدان', 'جنگ', 'کنار', 'همرزم', 'هایش', 'و', 'بار', 'دیگر', 'در', 'جبهه', 'انقلاب', 'نشان', 'داد', 'رو', 'سیاهی', 'اش', 'بما']","['سرباز', 'مخلص', 'نظام', 'معرفت', 'ایثارش', 'میدان', 'جنگ', 'همرزم', 'هایش', 'جبهه', 'انقلاب', 'نشان', 'سیاهی', 'بما']"
4069,"RT @mimloey: کاربر ریل پی سی وای اندازه یه دنیا قشنگه :""""""

@layzhang @B_hundred_Hyun
@weareoneEXO https://t.co/NRV7Fu9Dwz",کاربر ریل پی سی وای اندازه یه دنیا قشنگه,"['کاربر', 'ریل', 'پی', 'سی', 'وای', 'اندازه', 'یه', 'دنیا', 'قشنگه']","['کاربر', 'ریل', 'وای', 'اندازه', 'یه', 'دنیا', 'قشنگه']"
4070,@AwayFromYouDear لوکیشنت>>>>>,لوکیشنت>>>>>,['لوکیشنت>>>>>'],['لوکیشنت>>>>>']
4071,وای چرا یادم نمیاد کیو کون تلق تولوق سیو کردم https://t.co/HRslHP6gPP,وای چرا یادم نمیاد کیو کون تلق تولوق سیو کردم,"['وای', 'چرا', 'یادم', 'نمیاد', 'کیو', 'کون', 'تلق', 'تولوق', 'سیو', 'کردم']","['وای', 'یادم', 'نمیاد', 'کیو', 'کون', 'تلق', 'تولوق', 'سیو']"
4072,"RT @KAIelephant2: جونگین منم ممه دارم
بیا خونمون بهت نشون بدم

@weareoneEXO @layzhang @B_hundred_Hyun https://t.co/vp9bBIkYCP",جونگین منم ممه دارمبیا خونمون بهت نشون بدم,"['جونگین', 'منم', 'ممه', 'دارمبیا', 'خونمون', 'بهت', 'نشون', 'بدم']","['جونگین', 'منم', 'ممه', 'دارمبیا', 'خونمون', 'بهت', 'نشون', 'بدم']"
4073,RT @azadniya_exo: هر کاری کردم نتونستم وارد تیک تاک بشم حتی سیمکارتمم در آوردم ولی نشد نسخه مود شده و بدون تحریم و اینا هم نصب کردم ولی باز…,هر کاری کردم نتونستم وارد تیک تاک بشم حتی سیمکارتمم در آوردم ولی نشد نسخه مود شده و بدون تحریم و اینا هم نصب کردم ولی باز,"['هر', 'کاری', 'کردم', 'نتونستم', 'وارد', 'تیک', 'تاک', 'بشم', 'حتی', 'سیمکارتمم', 'در', 'آوردم', 'ولی', 'نشد', 'نسخه', 'مود', 'شده', 'و', 'بدون', 'تحریم', 'و', 'اینا', 'هم', 'نصب', 'کردم', 'ولی', 'باز']","['کاری', 'نتونستم', 'تیک', 'تاک', 'بشم', 'سیمکارتمم', 'آوردم', 'نشد', 'نسخه', 'مود', 'تحریم', 'اینا', 'نصب']"
4074,"RT @NikanRahnama: یک دل روشن نگهبان جهانی می شود
صائب تبریزی

#SabaHungerStrike",یک دل روشن نگهبان جهانی می شودصائب تبریزی sabahungerstrike,"['یک', 'دل', 'روشن', 'نگهبان', 'جهانی', 'می', 'شودصائب', 'تبریزی', 'sabahungerstrike']","['دل', 'روشن', 'نگهبان', 'جهانی', 'شودصائب', 'تبریزی', 'sabahungerstrike']"
4075,RT @khosravi_nia: در حالی که سالها کاندیدا  انتخابات را با شعار آراسته اند، با بی تدبیری دولت ها چهره کشور را با عدم عمل  افسرده و نا امید…,در حالی که سالها کاندیدا انتخابات را با شعار آراسته اند با بی تدبیری دولت ها چهره کشور را با عدم عمل افسرده و نا امید,"['در', 'حالی', 'که', 'سالها', 'کاندیدا', 'انتخابات', 'را', 'با', 'شعار', 'آراسته_اند', 'با', 'بی', 'تدبیری', 'دولت', 'ها', 'چهره', 'کشور', 'را', 'با', 'عدم', 'عمل', 'افسرده', 'و', 'نا', 'امید']","['سالها', 'کاندیدا', 'انتخابات', 'شعار', 'آراسته_اند', 'تدبیری', 'دولت', 'ها', 'چهره', 'کشور', 'عمل', 'افسرده', 'نا', 'امید']"
